loc,trait,group1,group2,meandiff,p-adj,lower,upper,reject
Glyma.11G248500,protein_content,hap1,hap4,1.4963,0.0129,0.2344,2.7582,TRUE
Glyma.17G252200,protein_content,hap1,hap2,-1.068,0.0071,-1.8421,-0.2938,TRUE
Glyma.16G026000,protein_content,hap2,hap4,1.8799,0.0017,0.5594,3.2003,TRUE
Glyma.18G140200,protein_content,hap1,hap2,2.2484,0.0029,0.5974,3.8995,TRUE
Glyma.10G064200,protein_content,hap1,hap2,1.0595,0.0025,0.3762,1.7428,TRUE
Glyma.08G145900,protein_content,hap1,hap2,1.2562,0.0001,0.6429,1.8694,TRUE
Glyma.15G045600,protein_content,hap1,hap2,1.5903,0.0006,0.6933,2.4872,TRUE
Glyma.08G114200,protein_content,hap1,hap3,1.9635,0,0.9564,2.9706,TRUE
Glyma.08G114200,protein_content,hap2,hap3,2.405,0.0002,1.0233,3.7867,TRUE
Glyma.08G115000,protein_content,hap1,hap3,2.0406,0,1.014,3.0673,TRUE
Glyma.08G115000,protein_content,hap2,hap3,1.2816,0.0231,0.1425,2.4208,TRUE
Glyma.13G044800,protein_content,hap3,hap4,1.1826,0.0164,0.1582,2.207,TRUE
Glyma.08G154600,protein_content,hap1,hap2,1.0176,0.0017,0.3879,1.6473,TRUE
Glyma.13G000300,protein_content,hap1,hap2,-0.9492,0.0028,-1.5672,-0.3312,TRUE
Glyma.10G173500,protein_content,hap1,hap2,-0.8253,0.0138,-1.4802,-0.1704,TRUE
Glyma.18G031700,protein_content,hap1,hap5,1.4191,0.0052,0.3236,2.5147,TRUE
Glyma.08G061100,protein_content,hap1,hap2,-0.833,0.0364,-1.6127,-0.0533,TRUE
Glyma.20G058800,protein_content,hap1,hap2,1.8312,0.0034,0.6149,3.0474,TRUE
Glyma.15G061500,protein_content,hap1,hap2,1.2525,0.0002,0.5913,1.9137,TRUE
Glyma.13G313000,protein_content,hap2,hap3,-2.0936,0.0041,-3.6745,-0.5127,TRUE
Glyma.13G145500,protein_content,hap1,hap2,2.0565,0.0009,0.8536,3.2594,TRUE
Glyma.19G218700,protein_content,hap1,hap2,1.9318,0.004,0.622,3.2416,TRUE
Glyma.20G187300,protein_content,hap1,hap2,1.1592,0.0074,0.2612,2.0572,TRUE
Glyma.18G025400,protein_content,hap1,hap2,-0.9434,0.0385,-1.8472,-0.0396,TRUE
Glyma.08G139300,protein_content,hap1,hap2,1.0687,0.0048,0.2755,1.862,TRUE
Glyma.08G139300,protein_content,hap1,hap3,1.9028,0,0.9809,2.8247,TRUE
Glyma.13G000800,protein_content,hap1,hap2,-0.8864,0.0051,-1.5028,-0.27,TRUE
Glyma.14G053500,protein_content,hap1,hap2,-0.9596,0.002,-1.5636,-0.3557,TRUE
Glyma.13G008000,protein_content,hap1,hap2,-0.8575,0.0291,-1.627,-0.0881,TRUE
Glyma.12G160000,protein_content,hap1,hap2,1.3768,0.0001,0.7184,2.0352,TRUE
Glyma.06G313400,protein_content,hap1,hap6,2.8335,0.0002,1.0264,4.6407,TRUE
Glyma.06G313400,protein_content,hap3,hap6,2.3853,0.0005,0.7736,3.9969,TRUE
Glyma.06G313400,protein_content,hap4,hap6,2.0532,0.0094,0.3327,3.7737,TRUE
Glyma.08G107600,protein_content,hap1,hap2,1.4176,0.0002,0.687,2.1482,TRUE
Glyma.04G151500,protein_content,hap1,hap2,1.1617,0.0022,0.4241,1.8992,TRUE
Glyma.04G045000,protein_content,hap1,hap2,-2.083,0.0017,-3.3758,-0.7901,TRUE
Glyma.08G169000,protein_content,hap1,hap2,1.0308,0.0027,0.362,1.6996,TRUE
Glyma.11G133800,protein_content,hap1,hap3,-0.735,0.0264,-1.3828,-0.0872,TRUE
Glyma.18G143500,protein_content,hap1,hap3,2.2916,0.0023,0.704,3.8793,TRUE
Glyma.18G143500,protein_content,hap2,hap3,2.6324,0.0008,0.9619,4.3028,TRUE
Glyma.17G029300,protein_content,hap2,hap3,1.5129,0.001,0.5354,2.4905,TRUE
Glyma.17G068800,protein_content,hap1,hap2,-0.813,0.0086,-1.4168,-0.2091,TRUE
Glyma.18G260700,protein_content,hap1,hap2,0.9769,0.0086,0.2069,1.7469,TRUE
Glyma.15G176000,protein_content,hap1,hap2,1.4909,0.0104,0.3543,2.6274,TRUE
Glyma.05G178500,protein_content,hap2,hap4,1.9957,0.0057,0.4433,3.5481,TRUE
Glyma.18G190400,protein_content,hap1,hap2,1.7765,0.0061,0.4255,3.1275,TRUE
Glyma.06G273800,protein_content,hap1,hap2,-1.7079,0.0033,-2.9731,-0.4427,TRUE
Glyma.15G147100,protein_content,hap1,hap2,1.1231,0.0147,0.2229,2.0232,TRUE
Glyma.10G209700,protein_content,hap1,hap2,1.4054,0.0009,0.5865,2.2243,TRUE
Glyma.08G236500,protein_content,hap1,hap4,1.2955,0.0227,0.1302,2.4608,TRUE
Glyma.03G241200,protein_content,hap1,hap3,-1.2218,0.0016,-2.0442,-0.3995,TRUE
Glyma.03G241200,protein_content,hap3,hap6,1.6673,0.0247,0.1715,3.1631,TRUE
Glyma.13G027400,protein_content,hap1,hap2,-0.898,0.0275,-1.7158,-0.0802,TRUE
Glyma.10G205000,protein_content,hap1,hap3,1.1825,0.0068,0.3301,2.0348,TRUE
Glyma.18G092500,protein_content,hap1,hap2,2.5193,0.0005,0.9754,4.0632,TRUE
Glyma.18G092500,protein_content,hap2,hap3,-2.7125,0.0023,-4.5902,-0.8349,TRUE
Glyma.05G040000,protein_content,hap1,hap2,1.2377,0.0078,0.3296,2.1459,TRUE
Glyma.18G182600,protein_content,hap1,hap2,1.2511,0.0119,0.2794,2.2228,TRUE
Glyma.07G045400,protein_content,hap1,hap2,1.1782,0.0055,0.3504,2.0059,TRUE
Glyma.19G025800,protein_content,hap1,hap2,1.5814,0.0009,0.6524,2.5103,TRUE
Glyma.15G038000,protein_content,hap1,hap2,1.1288,0.002,0.4194,1.8382,TRUE
Glyma.16G050800,protein_content,hap1,hap2,-0.7987,0.0188,-1.4638,-0.1336,TRUE
Glyma.01G203000,protein_content,hap1,hap2,-0.9613,0.0047,-1.6231,-0.2995,TRUE
Glyma.07G215300,protein_content,hap1,hap2,1.4468,0.0059,0.4223,2.4713,TRUE
Glyma.08G135800,protein_content,hap2,hap3,1.6589,0.0037,0.4185,2.8993,TRUE
Glyma.16G031400,protein_content,hap1,hap2,-1.8583,0.001,-2.9531,-0.7635,TRUE
Glyma.13G145000,protein_content,hap1,hap2,-1.0619,0.0005,-1.6507,-0.4731,TRUE
Glyma.18G192500,protein_content,hap1,hap2,1.1474,0.0201,0.1815,2.1134,TRUE
Glyma.13G320500,protein_content,hap1,hap2,1.2629,0.0005,0.5582,1.9676,TRUE
Glyma.01G215000,protein_content,hap1,hap2,-1.3186,0.0062,-2.2581,-0.3791,TRUE
Glyma.06G275100,protein_content,hap1,hap2,-1.5288,0,-2.3341,-0.7236,TRUE
Glyma.20G061900,protein_content,hap1,hap2,1.8365,0.0047,0.5696,3.1034,TRUE
Glyma.16G122700,protein_content,hap1,hap2,-1.079,0.0483,-2.1516,-0.0064,TRUE
Glyma.20G072400,protein_content,hap1,hap3,2.053,0.0048,0.5284,3.5776,TRUE
Glyma.18G189700,protein_content,hap2,hap3,1.9985,0.0024,0.5524,3.4447,TRUE
Glyma.13G029100,protein_content,hap1,hap2,1.4827,0,0.8523,2.1131,TRUE
Glyma.06G202300,protein_content,hap2,hap4,-1.5309,0.0019,-2.5748,-0.487,TRUE
Glyma.13G088400,protein_content,hap1,hap3,1.4313,0.0136,0.2427,2.6199,TRUE
Glyma.13G088400,protein_content,hap2,hap3,1.3182,0.0274,0.1183,2.5182,TRUE
Glyma.08G101200,protein_content,hap3,hap4,-1.606,0.0006,-2.6029,-0.609,TRUE
Glyma.10G128400,protein_content,hap1,hap3,1.3872,0.0052,0.42,2.3544,TRUE
Glyma.11G246800,protein_content,hap1,hap4,1.9933,0.0007,0.729,3.2576,TRUE
Glyma.01G177200,protein_content,hap1,hap2,1.4245,0.0229,0.1994,2.6495,TRUE
Glyma.07G214000,protein_content,hap2,hap3,2.1863,0.0134,0.3362,4.0364,TRUE
Glyma.15G045300,protein_content,hap1,hap2,1.6155,0,0.9789,2.252,TRUE
Glyma.19G245200,protein_content,hap1,hap2,-0.849,0.014,-1.5241,-0.1738,TRUE
Glyma.18G123600,protein_content,hap1,hap4,-1.3626,0.009,-2.4698,-0.2553,TRUE
Glyma.18G123600,protein_content,hap3,hap4,-1.3896,0.0045,-2.448,-0.3312,TRUE
Glyma.18G123600,protein_content,hap4,hap5,2.5219,0.0001,1.0614,3.9824,TRUE
Glyma.05G147700,protein_content,hap1,hap2,1.7845,0,0.9693,2.5996,TRUE
Glyma.05G147700,protein_content,hap1,hap3,1.267,0.0039,0.3449,2.1891,TRUE
Glyma.18G156100,protein_content,hap1,hap2,-1.0258,0.0013,-1.6453,-0.4063,TRUE
Glyma.07G215700,protein_content,hap1,hap2,1.5252,0.0056,0.4515,2.5989,TRUE
Glyma.15G062100,protein_content,hap1,hap2,1.2463,0.0004,0.5698,1.9227,TRUE
Glyma.02G134300,protein_content,hap1,hap2,1.0013,0.0047,0.3105,1.6921,TRUE
Glyma.11G249100,protein_content,hap1,hap2,0.8149,0.0113,0.1864,1.4434,TRUE
Glyma.11G204700,protein_content,hap1,hap2,1.5724,0.0048,0.4857,2.6592,TRUE
Glyma.14G053000,protein_content,hap3,hap4,-2.6549,0.0014,-4.4928,-0.8169,TRUE
Glyma.13G355400,protein_content,hap1,hap2,1.6543,0.0007,0.7133,2.5953,TRUE
Glyma.17G161300,protein_content,hap1,hap2,0.9426,0.0126,0.1672,1.7179,TRUE
Glyma.17G019400,protein_content,hap1,hap3,2.0788,0.0016,0.6803,3.4774,TRUE
Glyma.08G140400,protein_content,hap1,hap3,2.082,0,0.9525,3.2114,TRUE
Glyma.12G220900,protein_content,hap1,hap3,1.4418,0.0019,0.4587,2.425,TRUE
Glyma.08G337300,protein_content,hap1,hap2,-1.5434,0.041,-3.0367,-0.0501,TRUE
Glyma.20G140600,protein_content,hap1,hap2,-0.982,0.012,-1.7438,-0.2202,TRUE
Glyma.01G031900,protein_content,hap1,hap3,1.6764,0.0108,0.3215,3.0313,TRUE
Glyma.01G031900,protein_content,hap2,hap3,1.8214,0.0063,0.4329,3.2099,TRUE
Glyma.17G164000,protein_content,hap1,hap2,0.6477,0.0338,0.05,1.2454,TRUE
Glyma.15G038500,protein_content,hap1,hap3,1.193,0.0009,0.4277,1.9583,TRUE
Glyma.20G138800,protein_content,hap1,hap2,-0.7968,0.0113,-1.4112,-0.1824,TRUE
Glyma.18G070800,protein_content,hap1,hap3,1.7095,0.0031,0.4908,2.9282,TRUE
Glyma.18G070800,protein_content,hap2,hap3,1.4266,0.0076,0.3181,2.535,TRUE
Glyma.11G179800,protein_content,hap1,hap2,1.1336,0.0005,0.5027,1.7644,TRUE
Glyma.05G213900,protein_content,hap1,hap2,1.7116,0.0233,0.1889,3.2342,TRUE
Glyma.17G018100,protein_content,hap1,hap3,1.4157,0.0012,0.5676,2.2639,TRUE
Glyma.15G038700,protein_content,hap1,hap3,1.25,0.0021,0.3892,2.1108,TRUE
Glyma.04G105500,protein_content,hap1,hap2,0.9325,0.0234,0.1276,1.7375,TRUE
Glyma.10G026300,protein_content,hap1,hap2,1.2375,0.0196,0.2005,2.2744,TRUE
Glyma.19G240900,protein_content,hap1,hap2,1.9262,0,1.0312,2.8211,TRUE
Glyma.14G053600,protein_content,hap1,hap2,-1.016,0.0309,-1.9573,-0.0748,TRUE
Glyma.14G053600,protein_content,hap1,hap3,-1.1653,0.0053,-2.0385,-0.2921,TRUE
Glyma.13G138900,protein_content,hap1,hap2,-0.804,0.0269,-1.5149,-0.093,TRUE
Glyma.15G105100,protein_content,hap1,hap3,1.2254,0.001,0.4334,2.0173,TRUE
Glyma.01G023500,protein_content,hap1,hap2,1.375,0.0151,0.2686,2.4814,TRUE
Glyma.12G204100,protein_content,hap1,hap2,2.0173,0.0015,0.7831,3.2515,TRUE
Glyma.11G239800,protein_content,hap2,hap4,-2.3271,0.0073,-4.1812,-0.4729,TRUE
Glyma.07G141000,protein_content,hap1,hap2,-0.8678,0.0302,-1.6517,-0.0839,TRUE
Glyma.18G123800,protein_content,hap1,hap4,-1.2394,0.0448,-2.4589,-0.0199,TRUE
Glyma.18G123800,protein_content,hap4,hap5,2.2272,0.0024,0.6209,3.8336,TRUE
Glyma.08G237400,protein_content,hap1,hap2,1.3496,0.0012,0.5387,2.1605,TRUE
Glyma.10G196000,protein_content,hap1,hap2,0.7661,0.0121,0.1693,1.3628,TRUE
Glyma.15G150500,protein_content,hap1,hap2,1.0818,0.0006,0.4743,1.6894,TRUE
Glyma.06G075300,protein_content,hap1,hap2,-0.8759,0.0323,-1.677,-0.0748,TRUE
Glyma.20G223700,protein_content,hap1,hap2,0.8996,0.0268,0.0832,1.7159,TRUE
Glyma.08G111800,protein_content,hap1,hap2,-0.8538,0.0168,-1.5817,-0.1259,TRUE
Glyma.01G031400,protein_content,hap1,hap3,1.7101,0.0192,0.2272,3.193,TRUE
Glyma.01G031400,protein_content,hap2,hap3,1.629,0.0214,0.1959,3.062,TRUE
Glyma.06G206500,protein_content,hap1,hap2,1.1992,0.0003,0.5534,1.8449,TRUE
Glyma.07G178500,protein_content,hap1,hap2,-0.7127,0.022,-1.3215,-0.1038,TRUE
Glyma.08G277200,protein_content,hap1,hap2,1.2485,0.0001,0.62,1.877,TRUE
Glyma.03G241100,protein_content,hap1,hap2,-1.138,0.0024,-1.9296,-0.3464,TRUE
Glyma.03G241100,protein_content,hap2,hap4,1.7332,0.0203,0.2193,3.2471,TRUE
Glyma.02G299600,protein_content,hap5,hap8,3.098,0.0014,0.9026,5.2934,TRUE
Glyma.02G121400,protein_content,hap1,hap3,-1.1704,0.0059,-2.0566,-0.2843,TRUE
Glyma.08G279900,protein_content,hap1,hap2,1.1223,0.0006,0.4866,1.7579,TRUE
Glyma.15G150000,protein_content,hap1,hap2,1.262,0.0001,0.6433,1.8808,TRUE
Glyma.15G033300,protein_content,hap1,hap3,-1.1794,0.0071,-2.0891,-0.2698,TRUE
Glyma.13G003700,protein_content,hap1,hap2,-0.8498,0.0063,-1.4566,-0.243,TRUE
Glyma.08G071700,protein_content,hap1,hap2,1.5023,0.0099,0.3644,2.6401,TRUE
Glyma.06G034500,protein_content,hap1,hap2,-0.7795,0.0107,-1.3762,-0.1828,TRUE
Glyma.05G025400,protein_content,hap1,hap2,0.9989,0.0057,0.2947,1.7031,TRUE
Glyma.15G049200,protein_content,hap1,hap2,2.065,0,1.3326,2.7974,TRUE
Glyma.15G062300,protein_content,hap1,hap2,1.59,0,0.9185,2.2616,TRUE
Glyma.10G206500,protein_content,hap1,hap3,1.3281,0.0053,0.3338,2.3224,TRUE
Glyma.13G053300,protein_content,hap1,hap2,-1.2752,0.0009,-2.0975,-0.4529,TRUE
Glyma.08G060900,protein_content,hap1,hap2,-1.1266,0.0085,-1.9625,-0.2908,TRUE
Glyma.20G226300,protein_content,hap1,hap2,0.8668,0.0063,0.2477,1.4859,TRUE
Glyma.07G047500,protein_content,hap1,hap2,0.9257,0.0025,0.3293,1.5221,TRUE
Glyma.08G140700,protein_content,hap1,hap3,2.0904,0,1.038,3.1428,TRUE
Glyma.10G204300,protein_content,hap1,hap2,1.5406,0.0002,0.7364,2.3449,TRUE
Glyma.08G143300,protein_content,hap1,hap2,0.8532,0.0057,0.2513,1.4552,TRUE
Glyma.08G074700,protein_content,hap3,hap4,1.7318,0.0194,0.1879,3.2757,TRUE
Glyma.18G186200,protein_content,hap2,hap3,-1.2809,0.0176,-2.3982,-0.1635,TRUE
Glyma.04G113800,protein_content,hap1,hap2,1.2144,0.0001,0.6067,1.8222,TRUE
Glyma.15G031600,protein_content,hap1,hap2,1.145,0.0016,0.438,1.852,TRUE
Glyma.11G247900,protein_content,hap1,hap3,1.6185,0.0024,0.4483,2.7888,TRUE
Glyma.12G117200,protein_content,hap1,hap2,1.244,0.0007,0.4569,2.0312,TRUE
Glyma.08G169500,protein_content,hap1,hap2,0.9305,0.0055,0.2773,1.5838,TRUE
Glyma.20G217700,protein_content,hap1,hap5,1.7993,0.0086,0.3428,3.2558,TRUE
Glyma.20G217700,protein_content,hap2,hap5,1.9056,0.0047,0.4491,3.3621,TRUE
Glyma.18G161600,protein_content,hap10,hap5,-2.318,0.0097,-4.2155,-0.4204,TRUE
Glyma.08G113900,protein_content,hap1,hap3,1.5704,0.0005,0.6004,2.5405,TRUE
Glyma.17G024900,protein_content,hap1,hap2,1.0846,0.003,0.3718,1.7975,TRUE
Glyma.18G171700,protein_content,hap1,hap2,2.5132,0.0009,0.8912,4.1352,TRUE
Glyma.18G171700,protein_content,hap1,hap3,1.1832,0.0104,0.2311,2.1352,TRUE
Glyma.18G050000,protein_content,hap2,hap3,1.7969,0.0042,0.4818,3.112,TRUE
Glyma.18G165800,protein_content,hap1,hap2,0.9316,0.0218,0.1373,1.7258,TRUE
Glyma.14G068100,protein_content,hap1,hap2,0.9549,0.0206,0.1482,1.7616,TRUE
Glyma.20G187000,protein_content,hap1,hap3,1.4252,0.0224,0.1639,2.6864,TRUE
Glyma.20G187000,protein_content,hap2,hap3,2.0292,0.001,0.718,3.3404,TRUE
Glyma.13G039900,protein_content,hap3,hap4,1.6702,0.0039,0.3881,2.9524,TRUE
Glyma.08G310800,protein_content,hap1,hap7,-1.6628,0.007,-2.943,-0.3827,TRUE
Glyma.06G273700,protein_content,hap1,hap2,-1.1589,0.0003,-1.7853,-0.5324,TRUE
Glyma.17G029800,protein_content,hap1,hap2,1.3528,0.0004,0.6064,2.0992,TRUE
Glyma.08G104500,protein_content,hap1,hap2,1.8874,0.0004,0.7413,3.0334,TRUE
Glyma.06G146700,protein_content,hap2,hap3,1.7781,0.0015,0.5909,2.9653,TRUE
Glyma.17G021100,protein_content,hap1,hap2,1.147,0.005,0.3497,1.9443,TRUE
Glyma.20G225500,protein_content,hap1,hap2,0.8886,0.0064,0.2526,1.5247,TRUE
Glyma.17G027000,protein_content,hap1,hap2,1.4292,0.0001,0.7166,2.1418,TRUE
Glyma.05G247300,protein_content,hap2,hap3,-1.4339,0.025,-2.7223,-0.1454,TRUE
Glyma.12G198800,protein_content,hap2,hap4,2.8936,0.0004,1.1484,4.6389,TRUE
Glyma.11G101800,protein_content,hap1,hap2,-1.1991,0.0003,-1.8412,-0.5571,TRUE
Glyma.02G162700,protein_content,hap3,hap5,1.6253,0.0226,0.185,3.0657,TRUE
Glyma.01G008800,protein_content,hap1,hap2,1.3146,0.0087,0.3363,2.2929,TRUE
Glyma.19G008600,protein_content,hap1,hap2,-0.7024,0.036,-1.3586,-0.0463,TRUE
Glyma.11G100900,protein_content,hap1,hap2,-1.4878,0.0001,-2.3062,-0.6694,TRUE
Glyma.01G199600,protein_content,hap1,hap2,1.2583,0.0004,0.5725,1.9441,TRUE
Glyma.09G187000,protein_content,hap6,hap8,-3.8472,0,-5.9567,-1.7378,TRUE
Glyma.03G069400,protein_content,hap2,hap3,1.3504,0.0226,0.1537,2.547,TRUE
Glyma.20G225300,protein_content,hap1,hap2,0.7328,0.0219,0.1072,1.3585,TRUE
Glyma.20G073100,protein_content,hap1,hap4,1.9733,0.0059,0.4809,3.4657,TRUE
Glyma.08G029500,protein_content,hap1,hap2,1.319,0.0047,0.41,2.2281,TRUE
Glyma.06G059600,protein_content,hap1,hap2,1.2876,0.0001,0.6477,1.9275,TRUE
Glyma.07G045300,protein_content,hap1,hap2,1.4705,0.0002,0.718,2.223,TRUE
Glyma.18G049200,protein_content,hap2,hap3,1.7325,0.0022,0.5368,2.9282,TRUE
Glyma.18G165500,protein_content,hap1,hap2,1.3258,0.001,0.5464,2.1053,TRUE
Glyma.09G186100,protein_content,hap2,hap3,-1.7187,0.0016,-2.9229,-0.5146,TRUE
Glyma.09G186100,protein_content,hap3,hap4,2.1124,0.0012,0.6664,3.5583,TRUE
Glyma.03G161800,protein_content,hap2,hap3,-1.0736,0.0464,-2.1335,-0.0137,TRUE
Glyma.08G111100,protein_content,hap1,hap2,2.1034,0,1.1673,3.0395,TRUE
Glyma.04G051600,protein_content,hap1,hap2,-2.0775,0.0005,-3.2269,-0.928,TRUE
Glyma.13G010600,protein_content,hap1,hap2,-0.9069,0.0032,-1.507,-0.3068,TRUE
Glyma.06G202700,protein_content,hap1,hap4,1.6095,0.0214,0.1946,3.0244,TRUE
Glyma.07G215400,protein_content,hap1,hap2,1.2996,0.0133,0.274,2.3253,TRUE
Glyma.07G053800,protein_content,hap1,hap2,1.5225,0.0013,0.6022,2.4428,TRUE
Glyma.08G119900,protein_content,hap1,hap2,0.9591,0.0069,0.266,1.6522,TRUE
Glyma.06G303200,protein_content,hap1,hap2,1.7021,0.0062,0.4889,2.9153,TRUE
Glyma.15G226700,protein_content,hap1,hap8,2.9864,0.0007,0.9372,5.0356,TRUE
Glyma.15G226700,protein_content,hap12,hap8,3.3747,0.0001,1.3034,5.446,TRUE
Glyma.18G183100,protein_content,hap1,hap3,1.0942,0.0039,0.2996,1.8889,TRUE
Glyma.18G183100,protein_content,hap1,hap4,2.0418,0.0095,0.4161,3.6675,TRUE
Glyma.17G066600,protein_content,hap1,hap3,-2.1113,0.0059,-3.7108,-0.5118,TRUE
Glyma.01G007800,protein_content,hap1,hap3,2.0141,0.0016,0.6632,3.365,TRUE
Glyma.04G163400,protein_content,hap1,hap2,1.0978,0.0029,0.3785,1.8171,TRUE
Glyma.13G183000,protein_content,hap1,hap5,1.4488,0.0119,0.2205,2.6772,TRUE
Glyma.17G066900,protein_content,hap1,hap2,-1.0103,0.001,-1.6054,-0.4152,TRUE
Glyma.06G074700,protein_content,hap1,hap8,-1.7006,0.0094,-3.0538,-0.3474,TRUE
Glyma.06G074700,protein_content,hap2,hap8,-2.0602,0.0039,-3.5577,-0.5626,TRUE
Glyma.07G050600,protein_content,hap1,hap3,1.2649,0.001,0.4472,2.0826,TRUE
Glyma.08G112700,protein_content,hap1,hap2,-0.8388,0.0074,-1.4502,-0.2275,TRUE
Glyma.15G043700,protein_content,hap1,hap2,1.0487,0.0141,0.1738,1.9236,TRUE
Glyma.15G043700,protein_content,hap1,hap3,1.5944,0.0006,0.5966,2.5922,TRUE
Glyma.08G196100,protein_content,hap1,hap2,0.7519,0.0146,0.1499,1.3539,TRUE
Glyma.01G037700,protein_content,hap1,hap2,-1.0316,0.0012,-1.6512,-0.4121,TRUE
Glyma.06G035400,protein_content,hap1,hap2,-0.7834,0.01,-1.3775,-0.1892,TRUE
Glyma.13G349100,protein_content,hap2,hap3,1.4853,0.0008,0.5395,2.4311,TRUE
Glyma.18G026100,protein_content,hap1,hap2,-1.1116,0.0025,-1.8279,-0.3953,TRUE
Glyma.15G030800,protein_content,hap1,hap2,1.1248,0.0021,0.4117,1.838,TRUE
Glyma.15G052800,protein_content,hap2,hap4,-1.0688,0.0266,-2.0375,-0.1002,TRUE
Glyma.15G031800,protein_content,hap1,hap2,1.1703,0.0011,0.4718,1.8688,TRUE
Glyma.03G241300,protein_content,hap1,hap2,-0.7902,0.0144,-1.4215,-0.159,TRUE
Glyma.20G130100,protein_content,hap1,hap2,-0.7968,0.0439,-1.5763,-0.0173,TRUE
Glyma.09G193100,protein_content,hap1,hap3,-1.5257,0.0049,-2.659,-0.3923,TRUE
Glyma.08G118100,protein_content,hap1,hap2,1.5609,0,0.968,2.1537,TRUE
Glyma.15G016200,protein_content,hap1,hap2,1.6848,0.0098,0.3373,3.0323,TRUE
Glyma.16G028200,protein_content,hap2,hap3,1.7759,0.0083,0.3824,3.1694,TRUE
Glyma.03G044600,protein_content,hap1,hap2,-1.3666,0.02,-2.5159,-0.2173,TRUE
Glyma.09G195600,protein_content,hap1,hap2,1.1308,0.0018,0.4271,1.8345,TRUE
Glyma.10G128500,protein_content,hap1,hap4,1.6596,0.0015,0.6458,2.6735,TRUE
Glyma.20G222900,protein_content,hap1,hap2,1.6089,0,0.8337,2.3841,TRUE
Glyma.17G017300,protein_content,hap1,hap2,2.1678,0.0007,0.9247,3.4108,TRUE
Glyma.09G138900,protein_content,hap1,hap2,-1.6698,0.0044,-2.8966,-0.4429,TRUE
Glyma.16G026300,protein_content,hap1,hap3,1.1061,0.0211,0.1354,2.0767,TRUE
Glyma.16G026300,protein_content,hap2,hap3,1.466,0.0194,0.1938,2.7383,TRUE
Glyma.13G348500,protein_content,hap1,hap2,1.5083,0.0002,0.7348,2.2818,TRUE
Glyma.04G164900,protein_content,hap1,hap2,1.3118,0.0006,0.5732,2.0503,TRUE
Glyma.15G017700,protein_content,hap1,hap2,1.0618,0.0089,0.2686,1.855,TRUE
Glyma.16G034700,protein_content,hap1,hap2,-0.8116,0.0128,-1.4487,-0.1745,TRUE
Glyma.19G011600,protein_content,hap1,hap2,-1.2065,0.0375,-2.3577,-0.0553,TRUE
Glyma.08G178300,protein_content,hap1,hap2,1.173,0.0057,0.3457,2.0003,TRUE
Glyma.05G047900,protein_content,hap1,hap3,1.7565,0.0164,0.2352,3.2779,TRUE
Glyma.13G090200,protein_content,hap1,hap2,1.7208,0.0043,0.5453,2.8962,TRUE
Glyma.07G176000,protein_content,hap1,hap2,-0.7127,0.022,-1.3215,-0.1038,TRUE
Glyma.14G052400,protein_content,hap1,hap2,-1.0548,0.0014,-1.6965,-0.4132,TRUE
Glyma.09G243500,protein_content,hap1,hap2,0.7499,0.0401,0.0341,1.4657,TRUE
Glyma.06G162300,protein_content,hap1,hap3,-1.4266,0.0025,-2.3455,-0.5078,TRUE
Glyma.08G102000,protein_content,hap4,hap5,-1.8803,0.0005,-3.0963,-0.6642,TRUE
Glyma.17G240700,protein_content,hap1,hap2,1.0877,0.0062,0.3124,1.8629,TRUE
Glyma.12G152200,protein_content,hap1,hap2,1.2701,0.001,0.4468,2.0934,TRUE
Glyma.10G049000,protein_content,hap1,hap2,1.062,0.0094,0.2631,1.8609,TRUE
Glyma.06G202800,protein_content,hap2,hap3,-1.5921,0.0004,-2.5596,-0.6247,TRUE
Glyma.20G058000,protein_content,hap1,hap2,1.6736,0.0055,0.4988,2.8484,TRUE
Glyma.08G199200,protein_content,hap1,hap3,-1.2381,0.0061,-2.1791,-0.2972,TRUE
Glyma.13G313100,protein_content,hap2,hap3,-1.9498,0.0153,-3.6254,-0.2742,TRUE
Glyma.09G117700,protein_content,hap2,hap3,1.6167,0.0301,0.1106,3.1228,TRUE
Glyma.17G019600,protein_content,hap1,hap2,1.3377,0.0041,0.4299,2.2454,TRUE
Glyma.08G217500,protein_content,hap1,hap3,1.2105,0.0043,0.3213,2.0996,TRUE
Glyma.20G067300,protein_content,hap1,hap2,1.9852,0.0003,0.9183,3.0521,TRUE
Glyma.10G230100,protein_content,hap1,hap2,2.1796,0.0008,0.9169,3.4423,TRUE
Glyma.14G053400,protein_content,hap1,hap2,-0.9593,0.0023,-1.5712,-0.3474,TRUE
Glyma.08G101600,protein_content,hap1,hap2,1.4061,0.0003,0.6564,2.1558,TRUE
Glyma.18G182900,protein_content,hap1,hap2,1.2074,0.0073,0.329,2.0858,TRUE
Glyma.05G039900,protein_content,hap1,hap2,1.5674,0.0028,0.5448,2.59,TRUE
Glyma.13G354500,protein_content,hap1,hap2,1.4902,0,0.879,2.1014,TRUE
Glyma.14G031700,protein_content,hap1,hap2,-0.6715,0.0397,-1.3112,-0.0319,TRUE
Glyma.07G191000,protein_content,hap1,hap3,1.5062,0.0065,0.3544,2.658,TRUE
Glyma.19G247100,protein_content,hap1,hap2,-1.0914,0.0127,-1.9904,-0.1924,TRUE
Glyma.04G053000,protein_content,hap1,hap3,-2.393,0.0009,-3.9363,-0.8497,TRUE
